id,name,lat,long
HCM_01192,Khách Sạn Rosa & Spa,10.7745115,106.6965738
HCM_01193,Khách Sạn Ruby Saigon Suites,10.7723717,106.6964369
HCM_01194,Katinat,10.7735654,106.6983486
HCM_01195,Khách Sạn Sila Urban Living,10.7810853,106.6904895
HCM_01196,Nhà Hàng Ru Nam D'or,10.7792416,106.6989688
HCM_01197,Sushi Hokkaido Sachi - Pasteur,10.7784255,106.6986185
HCM_01198,Cà Phê Phindeli,10.7822276,106.6961969
HCM_01199,Khách Sạn MGallery Des Arts Saigon,10.7821904,106.6972726
HCM_01200,ZumWhere - Ngô Thời Nhiệm,10.7793255,106.6887919
HCM_01201,Nhà Hàng Chay Garden,10.778213,106.6907115
HCM_01202,Trung Nguyên Coffee,10.7793653,106.6962527
HCM_01203,Đen Đá Coffee - Pasteur,10.7783879,106.6982947
HCM_01204,Khách Sạn Minh Tâm,10.7743567,106.6782085
HCM_01205,Nhà Hàng Sơn Thuỷ,10.7768621,106.6844293
HCM_01206,Nhà Hàng Biển Dương 6,10.7760138,106.6845491
HCM_01207,Nhà Hàng Lux 68,10.7754415,106.6873936
HCM_01208,Warning Zone,10.790053,106.6989515
HCM_01209,Xích Lô Quán,10.7668787,106.6946896
HCM_01210,Tân Lập Quán,10.7718195,106.6956418
HCM_01211,Cà Phê Cheese,10.7713122,106.6915914
HCM_01212,Hạnh Cafe - Phạm Ngũ Lão,10.7681932,106.6922097
HCM_01213,Nhà Hàng Matchandeul Korean BBQ,10.7690243,106.6897956
HCM_01214,Cà Phê Laha - Bàu Cát,10.7856157,106.6452013
HCM_01215,Hàng Dương Quán Quận 4,10.7589186,106.6987722
HCM_01216,Highlands Coffee,10.7785873,106.6800129
HCM_01217,Katinat,10.7779402,106.6810415
HCM_01218,Saigon Mall Cao Thắng,10.7692463,106.6829983
HCM_01219,Three O'Clock - Nguyễn Thị Minh Khai,10.7679645,106.683628
HCM_01220,Quán cà phê Chung Cư Xi Grand Court,10.7679828,106.6596334
HCM_01221,Nhà hàng Tuấn Mập,10.7870433,106.6350497
HCM_01222,Nhà Hàng Ẩm Thực Quê Nhà,10.7990021,106.6555988
HCM_01223,Nhà Hàng Ái Huê,10.7520124,106.659823
HCM_01224,Nhà Hàng The Gangs Hỏa Xa,10.7746398,106.6763674
HCM_01225,Nhà Hàng Xpose Beer & Buffet,10.7767813,106.6663597
HCM_01226,Nhà Hàng Hải Sản Phi Phố Biển,10.7751823,106.6718356
HCM_01227,Nhà Hàng Mùa Vàng The Warehouse,10.7786741,106.6650928
HCM_01228,Katinat,10.7710316,106.6935158
HCM_01229,Khách Sạn The S,10.7672451,106.6897626
HCM_01230,Khách Sạn Harmony Sài Gòn & Spa,10.7720196,106.6901036
HCM_01231,Khách Sạn A25,10.7690622,106.6901102
HCM_01232,Trung Tâm Mua Sắm Nowzone - Nguyễn Văn Cừ,10.764339,106.6824266
HCM_01233,Nhà Hàng Sushi Hokkaido Sachi,10.7980569,106.6887249
HCM_01234,Cà Phê Cheese Hoa Lan,10.7967539,106.6903635
HCM_01235,Trà Sữa Phúc Long,10.7972058,106.6904815
HCM_01236,Starbucks Coffee - Chung cư Saigon Mia,10.7328078,106.6891196
HCM_01237,Nhà Hàng Hải Sản Dim Tu Tac,10.7528439,106.6714295
HCM_01238,Manwah Taiwanese Hotpot - An Dương Vương,10.7569381,106.6716432
HCM_01239,Katinat Saigon Kafe,10.7579622,106.6733947
HCM_01240,Nhà hàng Hải Cảng,10.7519971,106.6195043
HCM_01241,Nhà hàng Chim Rừng,10.7484352,106.6149295
HCM_01242,Công viên Bình Phú,10.7435177,106.6310353
HCM_01243,Beefsteak Hai Con Bò - Nguyễn Cư Trinh,10.7637701,106.6901925
HCM_01244,Quán ăn 30 Bờ Sông,10.728471,106.6700386
HCM_01245,BOSS Restaurant & KTV,10.7387208,106.6899942
HCM_01246,Khách Sạn La Galerie,10.7390958,106.6911466
HCM_01247,Khách Sạn 1001 Đêm,10.7387061,106.6905687
HCM_01248,Asiana Plaza - Tân Phú,10.7882483,106.6254808
HCM_01249,Bún Cá Kiên Giang CN2,10.769113,106.6781153
HCM_01250,Long Xuyên Quán 2 - Cơm Tấm Bánh Tằm Bì,10.759215,106.6994237
HCM_01251,Khách Sạn Gia Long King,10.7718491,106.6939136
HCM_01252,777 hai,10.753394,106.6769009
HCM_01253,Khách Sạn Madam Cuc 127,10.7660695,106.689589
HCM_01254,Bún bò Xuà,10.7741699,106.6883245
HCM_01255,Bánh khot Cô Ba Vûng Tàu,10.7833289,106.696445
HCM_01256,Công viên nội bộ chung cư Hòa Bình,10.7670592,106.6610774
HCM_01257,"Nhất Tỷ, Mì xe đẩy",10.7496755,106.6492538
HCM_01258,Highlands Coffee,10.7747454,106.6982421
HCM_01259,Cheese Coffee,10.7546442,106.6602164
HCM_01260,Manwah Taiwanese Hot Pot,10.7568503,106.6715768
HCM_01261,Tra Tien Huong,10.773251,106.6892161
HCM_01262,Highlands Coffee,10.7696434,106.6852261
HCM_01263,Bahn Mi Chim Chay,10.7709754,106.6871085
HCM_01264,The Alley,10.7535362,106.6538979
HCM_01265,Nước Mía Phan Đình Phùng,10.7948113,106.6832482
HCM_01266,C central hôtel de Tham bui vien walking street,10.7676463,106.6939116
HCM_01267,Calista Sai gon hotel,10.7723776,106.6948546
HCM_01268,Phở Anh,10.7846701,106.682885
HCM_01269,Chả Giò Chiên,10.7911384,106.6329832
HCM_01270,Cà phê 66,10.7895091,106.6956584
HCM_01271,Khách sạn Cali,10.7985659,106.6884303
HCM_01272,Missing Garden,10.7866904,106.6791678
HCM_01273,The Coffee House,10.7866294,106.6366333
HCM_01274,Wayne's Coffee,10.705773,106.644116
HCM_01275,Quán Chay Và,10.7983858,106.6737883
HCM_01276,KiMi - Milk Tea & Coffee,10.7055231,106.64487
HCM_01277,Kalf Coffee & Tea,10.7784708,106.6985896
HCM_01278,FnB Services,10.7764313,106.6854351
HCM_01279,Vina Talents - Khai Sáng Tài Năng Việt,10.7875106,106.6917181
HCM_01280,Bánh Mì Huynh Hoa,10.7714689,106.692371
HCM_01281,Phở Việt Nam,10.771252,106.6962092
HCM_01282,Bò né Bà Nũi,10.7684873,106.6988672
HCM_01283,Nightcap Saigon,10.7692432,106.6971049
HCM_01284,Hoter BINH MINH LE LAI,10.7695042,106.6923012
HCM_01285,맛찬들 소금구이,10.7673838,106.6911045
HCM_01286,Linh,10.7710994,106.6963805
HCM_01287,Rustic Maison,10.7918414,106.6944484
HCM_01288,grand Eastin hotel,10.7961172,106.673068
HCM_01289,quán bánh canh,10.7512628,106.610537
HCM_01290,The Coffee Shop,10.7053113,106.6445856
HCM_01291,Little HaNoi Egg Coffee,10.768602,106.6900885
HCM_01292,Bánh mì Bà Huynh,10.7663251,106.6881865
HCM_01293,Fritz,10.7661583,106.6895948
HCM_01294,Pho Hai thien,10.7678297,106.6950547
HCM_01295,Đối diện cây xăng,10.7400473,106.6173295
HCM_01296,Quan Ba Hoa,10.7718136,106.654793
HCM_01297,Quán Chay Nhà Tôi,10.7884577,106.6975684
HCM_01298,18 BEER CLUB,10.7736329,106.6974832
HCM_01299,Thuận Ký Mỳ Gia,10.7313701,106.6871091
HCM_01300,Rau Ơi,10.768605,106.6979483
HCM_01301,Bep Me In,10.7675414,106.698786
HCM_01302,SINGITA SAIGON Boutique Hotel,10.7710357,106.6894844
HCM_01303,Đen Cafe,10.7568215,106.6891981
HCM_01304,SBS GI,10.7842139,106.6963563
HCM_01305,Quán Nước Mía 600,10.7565335,106.6893094
HCM_01306,Highlands Coffee,10.7823677,106.6894469
HCM_01307,Highlands Coffee,10.7296875,106.6945669
HCM_01308,Sorrento Restaurant & Café,10.7296309,106.692409
HCM_01309,Nine restaurant,10.7296861,106.6935572
HCM_01310,Thian Hai,10.7726641,106.6948719
HCM_01311,365 Chay,10.7693971,106.6972643
HCM_01312,StepUp Coffee Shop,10.7327509,106.6971002
HCM_01313,Le Mékong,10.7782912,106.6908268
HCM_01314,Quán Út Hương,10.7579166,106.6889111
HCM_01315,BanhMi 362,10.7838673,106.6971695
HCM_01316,KS Kim Ngân,10.786969,106.6378238
HCM_01317,Công viên Phúc An Khang,10.7269751,106.6476137
HCM_01318,Công viên Dạ Nam,10.7489187,106.6835781
HCM_01319,Café 30/4,10.7765828,106.696011
HCM_01320,Dinh Độc Lập Cafe,10.7766797,106.6971987
HCM_01321,HolaFresh Nguyễn Đình Chiểu,10.7718359,106.6839931
HCM_01322,Cafés Le,10.774285,106.6986867
HCM_01323,Nước Mía 160 (Sugarcane Juice),10.7456016,106.6832426
HCM_01324,Demi Coffee & Tea,10.7908769,106.664722
HCM_01325,Bún Chả Hà Nội,10.790973,106.6645255
HCM_01326,Quán ốc 879,10.7459375,106.62891
HCM_01327,KFC Tỉnh Lộ 10,10.7570399,106.6059125
HCM_01328,Hotel Sai Gon,10.7679172,106.6942428
HCM_01329,Lẩu Hồng Kông Ông Sủi,10.7686414,106.69044
HCM_01330,Hai Nam boutique hotel,10.773717,106.6988967
HCM_01331,Hai Nam Boutique Hotel,10.773757,106.6987775
HCM_01332,Bún Quay Phú Quốc,10.7651792,106.6463149
HCM_01333,Quán nhậu 69,10.7981136,106.6286701
HCM_01334,Huyết chưng 122,10.7951714,106.6635739
HCM_01335,Chay Giác Ngộ,10.7603485,106.6739513
HCM_01336,Qúan Chay Liên Yến,10.7823261,106.6796323
HCM_01337,Phở QUANG,10.7326811,106.6347277
HCM_01338,Nus Coffee & Tea,10.7996789,106.6897148
HCM_01339,Ốc Sam,10.7944095,106.6304338
HCM_01340,Cambodia Bus Companies (many),10.7678095,106.6915258
HCM_01341,Anh Đào - Bánh Cuốn (20k),10.764137,106.6960108
HCM_01342,Highlands Coffee,10.7934562,106.6403382
HCM_01343,Lotteria,10.7926373,106.6416205
HCM_01344,Viva Coffee,10.7927168,106.6414237
HCM_01345,Sukiya,10.7922051,106.6426767
HCM_01346,Phá lấu Rubi,10.7909455,106.6411587
HCM_01347,Jollibee,10.7852526,106.6421193
HCM_01348,Cơm chay Thiện Phước,10.7841264,106.6392994
HCM_01349,Lẩu Cá Dân Ích,10.7530838,106.6585606
HCM_01350,Guru Restaurant,10.7840441,106.6828024
HCM_01351,Bún riêu ganh,10.7739063,106.698934
HCM_01352,Xôi Gà Number One,10.7737822,106.6992243
HCM_01353,D Home,10.7740387,106.6979752
HCM_01354,宇奈とと,10.7725346,106.6957833
HCM_01355,丸亀製麺,10.7727729,106.6956468
HCM_01356,Thuan Kieu Vietnamese restaurant,10.7675946,106.6973498
HCM_01357,PIANO HOTEL,10.7676887,106.6985509
HCM_01358,Khách sạn Bến Thành Boutique,10.7681926,106.6981792
HCM_01359,Kai Coffee,10.7679953,106.6985462
HCM_01360,Ẩm thực Hai Lúa,10.7830982,106.6825499
HCM_01361,Khách Sạn YẾN TRANG 3,10.7717216,106.669128
HCM_01362,Hanz Mymy Hotel,10.7715567,106.6687986
HCM_01363,Kat in Love,10.7714149,106.6688378
HCM_01364,1127 KTV,10.7530028,106.6730685
HCM_01365,Hạnh long 2 HOTEL,10.7530744,106.6733125
HCM_01366,Canh Tiềm Dinh Dưỡng Minh Ký,10.752898,106.6734332
HCM_01367,Lò Đất BBQ,10.7524125,106.6737282
HCM_01368,大娘餃子,10.7532254,106.6726396
HCM_01369,Cafe Trung Nguyên,10.753134,106.6736236
HCM_01370,Hotel Micasa,10.7370103,106.6906687
HCM_01371,Avatar 2 Hotel,10.7374707,106.69063
HCM_01372,HÙNG PHÁT HOTEL,10.7376777,106.6915845
HCM_01373,Venice hotel,10.7379628,106.6915888
HCM_01374,Venice 1 Hotel,10.7372743,106.6900561
HCM_01375,Khách Sạn Sao Mai,10.7371877,106.6892585
HCM_01376,Khách Sạn Hoàng Gia,10.7369485,106.691093
HCM_01377,Khách sạn Sa Rang,10.7367338,106.6910985
HCM_01378,Hotel Lily 2,10.7359023,106.6928133
HCM_01379,Khách Sạn Kim Ngân,10.7359295,106.6925727
HCM_01380,700 FORTUNE,10.7545645,106.6778146
HCM_01381,California Hotel Saigon,10.774763,106.6965162
HCM_01382,Blue Diamond Hotel,10.7746826,106.6966479
HCM_01383,COCHIN ZEN HOTEL,10.7746249,106.6967387
HCM_01384,Adora Hotel,10.7745428,106.6968579
HCM_01385,Sam Hotel & Apartments,10.7744946,106.6964444
HCM_01386,Cosmo Central Hotel,10.7743549,106.696574
HCM_01387,すし亭,10.7728586,106.6952438
HCM_01388,Metrang Cafe,10.7880185,106.6288384
HCM_01389,Don Chicken Lê Đại Hành,10.7675775,106.6531122
HCM_01390,Popeyes,10.7673439,106.6532586
HCM_01391,Bếp Mẹ Ỉn,10.7739049,106.6981873
HCM_01392,Fly Gaming,10.7391966,106.6769908
HCM_01393,Cozy Midnight Hotel,10.7736838,106.6967595
HCM_01394,Lau Nam Chay,10.7924146,106.6945777
HCM_01395,Đường Sách,10.7805735,106.6996948
HCM_01396,Indochine Castle,10.7683468,106.69728
HCM_01397,Thong bún bò huê,10.7706992,106.6895953
HCM_01398,in nhanh phước lộc thọ,10.7911673,106.6215473
HCM_01399,Bánh Mì Bảy Hổ,10.7903791,106.6966453
HCM_01400,Hủ Tiếu Hồng Phát,10.7705085,106.6848355
HCM_01401,Covent Garden Hotel,10.7744813,106.6964092
HCM_01402,Cô Ba,10.7618222,106.6994692
HCM_01403,Celine Living,10.7736925,106.6856236
HCM_01404,Shanti Veggie – Nhà Hàng Chay,10.7699832,106.6867286
HCM_01405,Ba Xa Ch,10.7785214,106.6986733
HCM_01406,Quán Chay Dì Sáu,10.7619659,106.663399
HCM_01407,Bánh Mì Xanh – Trần Hưng Đạo,10.7696661,106.6966121
HCM_01408,Rau Củ Nâm Vegan,10.7785205,106.6622798
HCM_01409,K COFFEE,10.7631749,106.6970733
HCM_01410,Secret Garden,10.7689156,106.6983666
HCM_01411,Momento,10.7631914,106.6953017
HCM_01412,Hưng Thành,10.799231,106.6575611
HCM_01413,Sol Kitchen & Bar,10.7740621,106.6970863
HCM_01414,Bún Chả Hà Nội,10.7858351,106.6995019
HCM_01415,Nhà hàng Hàn Quốc Choi Go Jip,10.770807,106.6997189
HCM_01416,Âm Thực Đà Nẵng,10.7832681,106.6967587
HCM_01417,Café Amber by Fitfatcat,10.7801938,106.6639767
HCM_01418,Atlantis Restaurant,10.7633263,106.6957869
HCM_01419,Geek Hub,10.7876305,106.6993349
HCM_01420,Geek Hub,10.7927497,106.6752782
HCM_01421,Prem Bistro,10.786495,106.6942548
HCM_01422,Saigon Cozy2 At Bui Vien Walking Street,10.7677522,106.6924769
HCM_01423,Gỏi Đu Đủ Ty Thy Hồ Chí Minh,10.7488299,106.6424268
HCM_01424,22z10 Bar,10.7704006,106.6902576
HCM_01425,McDonald's,10.7602428,106.6989302
HCM_01426,Alagón City,10.7715372,106.6943158
HCM_01427,Tan Lap,10.7718641,106.6955095
HCM_01428,Cô Tuyêt,10.775162,106.6826764
HCM_01429,A Bao,10.7648756,106.6765439
HCM_01430,Hồ Thị Kỷ,10.7651009,106.6764346
HCM_01431,Jollibee,10.7815761,106.6948345
HCM_01432,Sugar free black Sesame,10.768247,106.6987072
HCM_01433,Saigon Europe Hotel & Spa,10.7677236,106.6937316
HCM_01434,Miến Phở Gà,10.7846923,106.6979902
HCM_01435,Libra Coffee,10.7855319,106.6996473
HCM_01436,Ben Nghe Street Food,10.7776249,106.6978228
HCM_01437,Be An Vegetarian Cafe,10.784408,106.6977612
HCM_01438,Jerrico Lounge,10.7628447,106.6901652
HCM_01439,Cơm Chay Tùy Duyên,10.791537,106.665755
HCM_01440,Qúan Chay Thiên Đức,10.7917657,106.6656704
HCM_01441,Phở Như,10.7914445,106.6671403
HCM_01442,Phương Thanh,10.7645356,106.695117
HCM_01443,Dakao Tipsy,10.7898125,106.6993113
HCM_01444,Al Sham,10.7618912,106.6961881
HCM_01445,Restaurant Ngói,10.7602379,106.6944889
HCM_01446,Bagel Brothers,10.7698526,106.6963743
HCM_01447,Pergola Garden,10.7930548,106.6768767
HCM_01448,Highlands Coffee,10.7687495,106.6952098
HCM_01449,Cơm tấm Đề Thám / Giá He,10.7683966,106.6932464
HCM_01450,Tartine,10.7726624,106.6956445
HCM_01451,Phuc Long,10.7842486,106.6997882
HCM_01452,Mầm Vegetarian,10.7965995,106.6730691
HCM_01453,Đảo Space,10.7657623,106.6890133
HCM_01454,OKKIO Cafe,10.7725238,106.698948
HCM_01455,A&Em Art Hotel,10.7717219,106.6951574
HCM_01456,Lantern Hotel,10.7694108,106.692205
HCM_01457,Cát Phúc,10.7939625,106.6416284
HCM_01458,Ngọc Hoa Mai,10.7941013,106.6418291
HCM_01459,Nam Anh 3,10.7931054,106.6413146
HCM_01460,Bông Trà Bàu Cát,10.7929863,106.6416046
HCM_01461,The Banned Bàu Cát,10.7922545,106.6425435
HCM_01462,Happy Place,10.7633275,106.690358
HCM_01463,Summer Experiment,10.7747294,106.6980846
HCM_01464,Eggyolk Coffee,10.7725992,106.6966088
HCM_01465,Soo Kafe Bến Thành,10.7725434,106.6971552
HCM_01466,Thanh Hoàng,10.7807866,106.6891403
HCM_01467,Phong Tra,10.7984122,106.6848684
HCM_01468,Bà Xã,10.7787238,106.688559
HCM_01469,Tàu Hủ Cóc,10.7972405,106.6882724
HCM_01470,The22 Coffee,10.7992655,106.6885696
HCM_01471,Bún Cá Châu Đốc Bà Bảy,10.7991235,106.6883822
HCM_01472,Bánh Cuốn Cao Bằng,10.7984413,106.6861909
HCM_01473,Cà Ri Gà Ngọc Hân,10.799621,106.6855961
HCM_01474,Chè Cô Có,10.7644666,106.6768478
HCM_01475,Highlands Coffee,10.7611726,106.6751888
HCM_01476,Pizza & Bia,10.784617,106.6942442
HCM_01477,Mì Xào Thanh Phát,10.7689247,106.6778658
HCM_01478,Bánh Tráng Nướng,10.7687231,106.6781515
HCM_01479,Bánh Flan,10.7957982,106.6957568
HCM_01480,Bánh cuốn,10.7981449,106.6849412
HCM_01481,Hoàng Ty,10.7954316,106.6724152
HCM_01482,Tĩnh Books and Coffee,10.7938455,106.6707495
HCM_01483,Kofuku Coffee,10.7886823,106.6693837
HCM_01484,Đà Lạt Ơi,10.7909897,106.6685634
HCM_01485,Bánh Canh Cá Lóc Huế,10.7996259,106.6862527
HCM_01486,Điểm Tâm Sú Ky - Há cảo & Xíu mại,10.7699939,106.6513127
HCM_01487,Nhà Hàng Chay Bà Xã,10.7922884,106.6801556
HCM_01488,Ốc Zuka,10.7973781,106.6936615
HCM_01489,Xôi Ngọc,10.7989563,106.6936079
HCM_01490,RedDoor,10.7901671,106.6962894
HCM_01491,Steersman Brewery Taproom,10.7907995,106.6984717
HCM_01492,Cơm Tấm Hao,10.7965727,106.6924166
HCM_01493,GenChay,10.783204,106.695945
HCM_01494,Cơm Tấm 270,10.7976001,106.6835772
HCM_01495,Deme Brewing,10.7901958,106.688399
HCM_01496,Tam Tam,10.779669,106.68556
HCM_01497,Cà Phê 1983,10.7373754,106.6192432
HCM_01498,Highlands Coffee,10.7498048,106.6459202
HCM_01499,Bánh Canh Cua Châu Lan,10.7489165,106.6511166
HCM_01500,Chốn Riêng,10.7435612,106.6446004
HCM_01501,NGÕ QUÁN,10.7398315,106.6179908
HCM_01502,Hua Wu Lou,10.7682637,106.6869868
HCM_01503,Hello Saigon,10.7685456,106.6938887
HCM_01504,Hidden Hogwarts,10.7666299,106.6914829
HCM_01505,Little Bodhi Tree Saigon,10.7683986,106.6939643
HCM_01506,A Mà Kitchen Cong Quynh,10.766959,106.6875044
HCM_01507,Nhân Duyên,10.7774006,106.6884244
HCM_01508,Buffet Poseidon Võ Văn Kiệt,10.7434609,106.6483735
HCM_01509,S'mores Chợ Lớn,10.7523446,106.6666331
HCM_01510,Bún Thịt Nướng Chả Giò,10.7734647,106.6995844
HCM_01511,Hủ Tiếu Chay Sa Đéc,10.7864481,106.6257407
HCM_01512,Padme Chay,10.790554,106.6844072
HCM_01513,Pho Viet Nam,10.7712561,106.69608
HCM_01514,Zerus Caffe,10.7481138,106.6603301
HCM_01515,Út Nhung Xóm Củi,10.7465057,106.6605679
HCM_01516,KAI Coffee Hồng Bàng,10.7550936,106.660206
HCM_01517,Hủ tiếu mực,10.7644026,106.6621337
HCM_01518,The Thousand Beans,10.7669375,106.6640859
HCM_01519,Ura Coffee & Tea,10.7260241,106.6151927
HCM_01520,Đu Đủ Xanh,10.7861999,106.6945848
HCM_01521,Đóa Sen Vàng,10.7950599,106.6376038
HCM_01522,Krishna,10.76849,106.696619
HCM_01523,Viva Star Coffee,10.7611117,106.6308725
HCM_01524,Sen,10.768323,106.6950316
HCM_01525,Rốp,10.783657,106.6879435
HCM_01526,Cafe 40A,10.761174,106.6305126
HCM_01527,Nấm,10.788854,106.6916879
HCM_01528,Buffet Lẩu Rau Nấm: Rau Mộc,10.7612148,106.6298417
HCM_01529,Cafe Milano,10.7611874,106.6301178
HCM_01530,Cơm Tấm,10.7609741,106.6314602
HCM_01531,Bún Cà Ri Gà NHƯ Ý,10.760968,106.6310969
HCM_01532,Lẩu Naro,10.790461,106.6843176
HCM_01533,Om,10.7890844,106.690899
HCM_01534,Phở Thịnh,10.7711103,106.6875105
HCM_01535,Tiệm Chay Nhà Mình,10.781387,106.6688338
HCM_01536,Nhà Hàng Chay Mộc Nhiên,10.7717576,106.6692208
HCM_01537,Tami Coffee & Chay,10.7957691,106.6709072
HCM_01538,Nôm,10.7796244,106.682023
HCM_01539,419 Hotel,10.7723166,106.6943146
HCM_01540,Ren Coffee and Tea,10.7723516,106.694261
HCM_01541,Tâm Vị,10.7820898,106.6880257
HCM_01542,Quán Chay 103,10.7689793,106.6994925
HCM_01543,Zenhouse,10.7878398,106.6566858
HCM_01544,Bún Bò Nhung,10.7880997,106.6565283
HCM_01545,Filthy Vegan,10.7648395,106.6949177
HCM_01546,Cơm Chay Hoa Tâm,10.7958298,106.6399396
HCM_01547,CỒ Tea House & Coffee,10.7960766,106.6669335
HCM_01548,Như Ý Chay,10.786431,106.6921868
HCM_01549,SoHa Nhà Chay,10.7924268,106.6895766
HCM_01550,Phở Lý Quốc Sư,10.7611813,106.6304081
HCM_01551,Cơm Chay,10.7849367,106.6700427
HCM_01552,Lẩu Chay Nhà Nát,10.7793231,106.6675294
HCM_01553,Chay Khai Tâm,10.7857954,106.6789657
HCM_01554,Lẩu Chay Nhà Nát,10.7730075,106.6648255
HCM_01555,Ours.càffe,10.7935928,106.6685797
HCM_01556,Sanité Chay,10.796845,106.6725132
HCM_01557,Qúan Cơm Chay Phúc Ấn An Gia,10.7796141,106.6696232
HCM_01558,Lẩu Chay Xanh,10.7860754,106.6714232
HCM_01559,Good Coffee,10.7916192,106.6557515
HCM_01560,Nhà Của Giản,10.7846986,106.6693354
HCM_01561,Bánh Mì Chay,10.7821804,106.6673962
HCM_01562,Chay Bodhi,10.7840034,106.682138
HCM_01563,Cơm gà Tam Kỳ Hồng Nga,10.7975941,106.6906799
HCM_01564,Ẩm Thực Chay Phát Hoa,10.7922748,106.6418684
HCM_01565,Hạnh Dung,10.7712949,106.6501677
HCM_01566,Hủ Tiếu Chay Cây Đề,10.7712827,106.65041
HCM_01567,Ẩm Thực Chay Tuệ,10.7920064,106.698333
HCM_01568,Nhuận Liên Hương,10.7491632,106.6884653
HCM_01569,Trần Pizza,10.7654521,106.6883293
HCM_01570,Phạm Nghiêm Trai,10.766393,106.6881849
HCM_01571,Heli Vegetarian Bistro,10.7981376,106.689783
HCM_01572,Hủ Tiếu Chay Trường Sơn,10.7847625,106.6660047
HCM_01573,Pizza Piatto,10.7608131,106.6617334
HCM_01574,Nhà Hàng Chay Vajra,10.7710984,106.6727489
HCM_01575,Huệ Quang Chay,10.790072,106.6840122
HCM_01576,The Donut Club,10.7862541,106.6920314
HCM_01577,Chay Xanh,10.7977264,106.6678681
HCM_01578,Tâm Hiếu,10.7728961,106.6832363
HCM_01579,Bưu Niệm,10.7355928,106.6931855
HCM_01580,Tuệ Đăng Quang,10.790031,106.6794021
HCM_01581,Hương Thiền,10.7985379,106.6727317
HCM_01582,Ресторан вьетнамской кухни,10.7724432,106.6966602
HCM_01583,Quán Bụi,10.7725831,106.6965385
HCM_01584,Bánh Canh Ghẹ Hẻm Mát,10.7697455,106.6916041
HCM_01585,Chạm Nhà Hàng Chay,10.7457107,106.635402
HCM_01586,Chay Phùng Duyên,10.7561407,106.6323444
HCM_01587,Hủ Tiếu Chay Cây Đề,10.7837957,106.6231884
HCM_01588,Hội Ngộ Chay,10.7843341,106.6215695
HCM_01589,Chay Tịnh Tầm,10.7846213,106.6228432
HCM_01590,Quán chay VEGAN,10.7245847,106.6548508
HCM_01591,Gà Nướng Thiên Phúc 79,10.7027037,106.6545089
HCM_01592,Mộc Vegetarian Cuisine,10.7572469,106.6861967
HCM_01593,Lẩu Chay Nhà Nát,10.7739571,106.6683187
HCM_01594,Lotteria,10.7497211,106.6473695
HCM_01595,Sa Đéc Quán,10.7916305,106.6861746
HCM_01596,Xôi Khúc Bắc Cô Thủy,10.7986215,106.6956914
HCM_01597,Archie's,10.754109,106.6864973
HCM_01598,Quán Cao Lầy Cô Ba Ân,10.780396,106.676164
HCM_01599,Quán Cà Phê Trung Nguyên 126,10.755263,106.6193936
HCM_01600,Quán Mì Nấm,10.7966415,106.6675088
HCM_01601,Napoly,10.7483028,106.6574913
HCM_01602,Tâm Ký,10.787707,106.6410323
HCM_01603,Pizza 777,10.7508107,106.6670956
HCM_01604,An Trú,10.7829499,106.6266937
HCM_01605,Pizza Phú,10.7664879,106.652917
HCM_01606,Rôu Vegetarian,10.756692,106.6857088
HCM_01607,Tanishq Indian Vegetarian,10.7719036,106.6939806
HCM_01608,Chay An Phúc,10.7871298,106.6759435
HCM_01609,Hủ Tiếu Chay Cây Đề,10.7963499,106.6653543
HCM_01610,Nhà Hàng Chay Bà Xã,10.7765838,106.6718811
HCM_01611,Tiệm Chay Mộc Lâm Duyên,10.7653387,106.6856668
HCM_01612,Quán Chay Xanh Vegan,10.7919959,106.6552029
HCM_01613,Nhà Hàng Chay Sân Mây,10.7719542,106.6723403
HCM_01614,Bếp Chay Nhân Duyên,10.761144,106.6742486
HCM_01615,Quán Chay An Cát Tường,10.7764807,106.6665463
HCM_01616,Tomato Kitchen,10.7901419,106.6840807
HCM_01617,Tiệm Mì Zigzag,10.7969848,106.6627307
HCM_01618,Cơm Niêu Đẩu,10.7900505,106.6842198
HCM_01619,đẫm eatery,10.7974751,106.6616964
HCM_01620,Quán Bánh Xèo Chay Miền Tây,10.7841158,106.648427
HCM_01621,Mì Quảng Nam,10.7726639,106.6057398
HCM_01622,Nhà Hàng Chay Khai Ngộ,10.7719743,106.6527068
HCM_01623,Corner Bar,10.7662855,106.6913638
HCM_01624,TNR Saigon,10.7671444,106.6906673
HCM_01625,The Ox Shack,10.7937478,106.6757624
HCM_01626,Bánh Cuốn Nóng Hào Hoa,10.7730605,106.6963254
HCM_01627,Kala Cà Phê & Món Chay,10.7956221,106.6681908
HCM_01628,Jimmy's Pizza,10.7690948,106.6970218
HCM_01629,Xanh Lá La - Matcha and More,10.7366158,106.6573356
HCM_01630,Katinat - Nguyễn Bỉnh Khiêm 2,10.7922217,106.6997901
HCM_01631,Dòufu Chay & Chill,10.7520052,106.6279475
HCM_01632,Thiên Khôi,10.7813354,106.6857358
HCM_01633,An Coffee,10.7943517,106.6856573
HCM_01634,Cơm Niêu Út Thảo,10.7473048,106.6122073
HCM_01635,Quán Chay Quan Âm,10.7430882,106.6426533
HCM_01636,The Settlers,10.7923621,106.6889479
HCM_01637,Tartine,10.788584,106.6998954
HCM_01638,Nhà Hàng Thuần Chay Quán Âm,10.7966992,106.6528938
